LEX_CODE_LKD,PREDOMINANT_AGE_CODE,RED,GREEN,BLUE,LUMINANCE
EKL,CV,172,189,137,181
EKL,CV,172,189,137,182
TYS,SL,151,213,200,199
TVL,CN,195,196,138,192
GAB,JE,115,198,238,183
IFMA1,KT,198,222,126,210
CW,CV,172,189,137,181
CW,CV,172,189,137,182
MYSA,QP,254,240,191,239
T1T3,Q,254,248,154,242
BABR,DV,243,224,158,223
GFDU1,Q,254,248,154,242
DUNSH,JC,186,228,240,220
IBGC,AZ,253,187,100,195
HIR,OH,167,217,192,204
CAEC,SW,177,223,210,212
COCKG,QP,254,240,191,239
5TAW6,Q,254,248,154,242
NEWG,TN,211,182,213,190
CVT,G,249,170,111,183
JURM,JM,113,207,235,189
MNDL3,S,180,222,202,212
ARDN,G,249,170,111,183
BNCG,G,249,170,111,183
CUIP5,G,249,170,111,183
SADS,G,249,170,111,183
STPC,PLC,233,121,99,143
SKD,SW,177,223,210,212
FLXU,SG,201,233,230,225
FGSA,DI,242,211,146,212
SUNS,AZ,253,187,100,195
GAIR,AZ,253,187,100,195
CAPT,AZ,253,187,100,195
EBO,KP,194,224,164,213
MTOL,JO,186,228,250,221
DYS,JE,115,198,238,183
POSA,JI,212,240,252,235
ZZCH,KE,187,217,119,204
OSDA,GP,250,179,123,190
CEVY,QH,254,243,239,245
SYCM,JB,158,219,238,207
WHYL,AZ,253,187,100,195
TAW5,QP,254,240,191,239
DABH,AZ,253,187,100,195
KRBG,DE,232,208,144,208
MYB,SA,176,224,210,212
KSC,TE,161,96,166,115
CHD,G,249,170,111,183
BWST,DL,229,181,109,186
HANN,PLC,233,121,99,143
STBL,JS,74,192,238,170
QBY,SL,151,213,200,199
GHD,ST,189,229,221,219
CCLT,AZ,253,187,100,195
TOM,AZ,253,187,100,195
SGP,AZ,253,187,100,195
BSAG,AZ,253,187,100,195
GBSC,AZ,253,187,100,195
LESM,KO,211,228,136,218
TASO,KC,233,238,154,231
SIMA,KC,233,238,154,231
LESO,KT,198,222,126,210
PBMA2,KC,233,238,154,231
RTMA3,KC,233,238,154,231
BTMA3,KO,211,228,136,218
SHMA1,KO,211,228,136,218
LPHG,KO,211,228,136,218
BOFL,KT,198,222,126,210
PEP,KR,147,205,131,187
MEMA4,KE,187,217,119,204
CASB,KE,187,217,119,204
GMSA,DL,229,181,109,186
BROM,JA,145,216,238,202
IDA,JE,115,198,238,183
ALLC,CW,152,195,201,186
ALVM,QH,254,243,239,245
RHP,P,231,102,73,127
ANMU,TA,190,140,193,154
HRG,SW,177,223,210,212
FORD,AZ,253,187,100,195
CBST,AZ,253,187,100,195
LBY,SO,230,242,232,239
GLGS,AZ,253,187,100,195
COQU,AZ,253,187,100,195
KYSP,AZ,253,187,100,195
CHRM,GY,251,179,139,191
BADN,AT,254,196,112,202
RAMA,GP,250,179,123,190
BDALE,GP,250,179,123,190
EKM,SL,151,213,200,199
FDHN2,S,180,222,202,212
TCLU,AZ,253,187,100,195
APPC,G,249,170,111,183
LSCR,G,249,170,111,183
MUCC,G,249,170,111,183
CUILE,G,249,170,111,183
ARBR,S,180,222,202,212
GRUE,S,180,222,202,212
LCCO,O,0,167,141,130
RHNE,DL,229,181,109,186
STRLS,S,180,222,202,212
APTR,AZ,253,187,100,195
KILPS,AZ,253,187,100,195
HTONL,CV,172,189,137,181
HTONL,CV,172,189,137,182
RVAL,GP,250,179,123,190
BUAL,GP,250,179,123,190
CUIP3,G,249,170,111,183
CUILB,G,249,170,111,183
CNAL3,GE,252,189,153,200
GAM,DL,229,181,109,186
NMMUS,AZ,253,187,100,195
WHIP,DL,229,181,109,186
HWGR,JO,186,228,250,221
LCLL,AZ,253,187,100,195
YSPS,AZ,253,187,100,195
SUMP,AZ,253,187,100,195
BUFF,AZ,253,187,100,195
WGGR,QP,254,240,191,239
LECK,JA,145,216,238,202
LTSQ,AZ,253,187,100,195
BERI4,S,180,222,202,212
MVCA,O,0,167,141,130
CETS,OH,167,217,192,204
RMB,SL,151,213,200,199
LOMV,T,144,81,160,100
HDY,NP,255,248,150,242
HYAC,KP,194,224,164,213
MVL,PLC,233,121,99,143
LOOR,DL,229,181,109,186
CRBL,GE,252,189,153,200
PMFE,GL,250,191,151,200
GLSC,Q,254,248,154,242
SRCK,QH,254,243,239,245
BRWH,TA,190,140,193,154
SGBK,TA,190,140,193,154
ARTU,QH,254,243,239,245
WRAB,GEE,251,179,139,191
OCKD,GY,251,179,139,191
KNTS,GT,254,198,137,205
SUDW,QH,254,243,239,245
PMDS,JT,144,207,242,196
BLAWH,Q,254,248,154,242
BRLA,QP,254,240,191,239
UDA3,AD,254,216,135,218
UFION,GE,252,189,153,200
EIGL6,GP,250,179,123,190
RLW,G,249,170,111,183
RLW1,G,249,170,111,183
DRTL,DV,243,224,158,223
KILDN,JN,175,224,241,215
RHUM,G,249,170,111,183
RHLC3,G,249,170,111,183
ARD2,G,249,170,111,183
LDE2,Q,254,248,154,242
NAB,DL,229,181,109,186
HELM2,S,180,222,202,212
INVV,P,231,102,73,127
CLYTH,DM,242,203,134,206
INSLZ,O,0,167,141,130
MAUDP,O,0,167,141,130
TCD1,AZ,253,187,100,195
RIPS,JT,144,207,242,196
RBD2,Q,254,248,154,242
BTFU,Q,254,248,154,242
DGUL,SL,151,213,200,199
CAMU,ST,189,229,221,219
VAFG,AZ,253,187,100,195
WEGN,AZ,253,187,100,195
KMRU,KM,244,243,163,237
KCRU,KC,233,238,154,231
DQU,AZ,253,187,100,195
DSE,AZ,253,187,100,195
DCF,AZ,253,187,100,195
SHAV,KS,222,230,145,222
NPE,KC,233,238,154,231
TACA,KC,233,238,154,231
GCC,DR,242,235,191,233
TBE,AZ,253,187,100,195
ULS,SL,151,213,200,199
ULCB,SD,214,237,231,231
RH,TR,224,196,221,204
RCH,JO,186,228,250,221
RBS,SL,151,213,200,199
SRC,DL,229,181,109,186
SOBL,SG,201,233,230,225
MNY,SR,164,217,201,204
MHB,DA,242,235,207,234
MED,DM,242,203,134,206
MBTF,Q,254,248,154,242
LIBC,SA,176,224,210,212
DALS,AZ,253,187,100,195
CXF,DE,232,208,144,208
DAB,ST,189,229,221,219
CSP,KS,222,230,145,222
CTG,SG,201,233,230,225
CRWB,Q,254,248,154,242
CRG,JB,158,219,238,207
SLN,CW,152,195,201,186
SHT,GP,250,179,123,190
SHEN,KA,207,230,176,221
SGS,JD,199,234,253,228
SEL,SG,201,233,230,225
SFG,JO,186,228,250,221
SDS,SG,201,233,230,225
SCBS,DP,232,198,134,200
SBH,CT,150,181,140,186
SBH,CT,150,181,139,171
SAGR,Q,254,248,154,242
PNC,SL,151,213,200,199
LIN,SW,177,223,210,212
LIMM,TR,224,196,221,204
LAM,SL,151,213,200,199
KSLS,CV,172,189,137,181
KSLS,CV,172,189,137,182
KLIT,T,144,81,160,100
LOCC,CN,195,196,138,192
DCHG,AZ,253,187,100,195
DCGB,AZ,253,187,100,195
DCBB,AZ,253,187,100,195
DBTL,AZ,253,187,100,195
DBSD,AZ,253,187,100,195
DCAF,AZ,253,187,100,195
DBCM,AZ,253,187,100,195
DBCQ,AZ,253,187,100,195
DBDR,AZ,253,187,100,195
DANH,TE,161,96,166,115
DAKI,AZ,253,187,100,195
CMC,DL,229,181,109,186
CMPB,AD,254,216,135,218
CKSL,Q,254,248,154,242
PKLC,ST,189,229,221,219
NI,DI,242,211,146,212
PRE,KC,233,238,154,231
FAMA1,KC,233,238,154,231
HMHO,KT,198,222,126,210
LECA,KT,198,222,126,210
LECF,KO,211,228,136,218
TEMA1,K,136,201,111,181
CSFL,KC,233,238,154,231
CBFL,KC,233,238,154,231
POMA,KC,233,238,154,231
BIMA,KS,222,230,145,222
FBMA1,KC,233,238,154,231
RPMA1,KC,233,238,154,231
ONMA,KC,233,238,154,231
MCMA1,KC,233,238,154,231
SHMA2,KO,211,228,136,218
BTMA2,KO,211,228,136,218
SSFL,KO,211,228,136,218
BHFL,KS,222,230,145,222
EXFL,KS,222,230,145,222
SUX,QH,254,243,239,245
PGWS,GT,254,198,137,205
SUFP,GY,251,179,139,191
MARR,CN,195,196,138,192
BOOC,KE,187,217,119,204
LBAG,QPM,255,241,208,241
LAGS,KT,198,222,126,210
REDI,O,0,167,141,130
POA,QH,254,243,239,245
MGCRU,S,180,222,202,212
BENM,GP,250,179,123,190
BLHT,DV,243,224,158,223
BHD,DV,243,224,158,223
MUSM,DL,229,181,109,186
RBSM,DL,229,181,109,186
MSQP,QP,254,240,191,239
COVO,CT,150,181,140,186
COVO,CT,150,181,139,171
DLDS,AZ,253,187,100,195
MACF,D,206,157,91,163
PLIO,NP,255,248,150,242
BICG,JO,186,228,250,221
CWGR,QP,254,240,191,239
NAMA1,KO,211,228,136,218
CLMA1,KO,211,228,136,218
HGFL,KO,211,228,136,218
BEHG,KO,211,228,136,218
BHSP,KO,211,228,136,218
SFFL,KT,198,222,126,210
CASO,KT,198,222,126,210
BRMA2,KT,198,222,126,210
BBFL,KT,198,222,126,210
NPMA2,KT,198,222,126,210
MEMA6,KE,187,217,119,204
SHO,KR,147,205,131,187
HOMA3,KT,198,222,126,210
GGMA1,KT,198,222,126,210
GGMM,KT,198,222,126,210
IFMA2,KT,198,222,126,210
M3LM,KE,187,217,119,204
OTMA,KE,187,217,119,204
TLEE,SL,151,213,200,199
CUSC,KE,187,217,119,204
DUNNC,QP,254,240,191,239
APS,P,231,102,73,127
HADD,JI,212,240,252,235
FHMS,KP,194,224,164,213
QURK,KA,207,230,176,221
CCHG,GP,250,179,123,190
CABE,SW,177,223,210,212
TYGW,SL,151,213,200,199
CBNS3,SL,151,213,200,199
RSBQF,QH,254,243,239,245
SE1A,QH,254,243,239,245
KISA,DU,241,225,176,225
SFBS,AZ,253,187,100,195
MEDP,AZ,253,187,100,195
STEL,AZ,253,187,100,195
BRPS,AZ,253,187,100,195
RTD6A,Q,254,248,154,242
RT11B,Q,254,248,154,242
CKRI,ST,189,229,221,219
TCCW,AZ,253,187,100,195
TCAF,AP,240,89,120,123
IS,CT,150,181,140,186
IS,CT,150,181,139,171
SMSA,D,206,157,91,163
AF,CT,150,181,140,186
AF,CT,150,181,139,171
APOL,AZ,253,187,100,195
SCPE,AZ,253,187,100,195
LSHP,AZ,253,187,100,195
AGH,CV,172,189,137,181
AGH,CV,172,189,137,182
JUQU,AZ,253,187,100,195
CRAY,Q,254,248,154,242
T,AZ,253,187,100,195
GDC,DM,242,203,134,206
MGGB,GP,250,179,123,190
SOAY,GP,250,179,123,190
GREN,QP,254,240,191,239
BIDM,QP,254,240,191,239
AEOLD,Q,254,248,154,242
FMEER,Q,254,248,154,242
GMSAF,QP,254,240,191,239
CPOW,SU,189,229,221,220
CPMI,G,249,170,111,183
BHPI,G,249,170,111,183
MNCG,G,249,170,111,183
SMQD,G,249,170,111,183
GEB,G,249,170,111,183
DOFA,ST,189,229,221,219
RIDCO,JD,199,234,253,228
TRE,SL,151,213,200,199
SE1C,QH,254,243,239,245
ULLLY,SD,214,237,231,231
BKSL,SL,151,213,200,199
HSLA,CV,172,189,137,181
HSLA,CV,172,189,137,182
ERFA,SL,151,213,200,199
AMGB,GP,250,179,123,190
CCRET,Q,254,248,154,242
BYGN,AZ,253,187,100,195
ZTQ,D,206,157,91,163
BENVU,AZ,253,187,100,195
FDHN1,S,180,222,202,212
LFR,JB,158,219,238,207
LCR,JO,186,228,250,221
DASG,AZ,253,187,100,195
WGSL,DA,242,235,207,234
UED,DM,242,203,134,206
TRH,AZ,253,187,100,195
CTGR,O,0,167,141,130
COFG1,D,206,157,91,163
CHSG,Q,254,248,154,242
SPBY,Q,254,248,154,242
BESC,AZ,253,187,100,195
STOT,TU,187,158,202,167
AN,KV,159,209,140,193
UMMN,AZ,253,187,100,195
ATLAN,GP,250,179,123,190
CSMG,JH,23,184,238,154
BLK,AD,254,216,135,218
OSTD,JO,186,228,250,221
ROMG2,S,180,222,202,212
RHWG2,G,249,170,111,183
RORT3,S,180,222,202,212
CNEA,O,0,167,141,130
MDCRU,S,180,222,202,212
QHU,QH,254,243,239,245
STKI,GP,250,179,123,190
CESA,SL,151,213,200,199
TOR8,QP,254,240,191,239
KCMK,JB,158,219,238,207
FLAD,AZ,253,187,100,195
LAU,SL,151,213,200,199
LOSS,DL,229,181,109,186
LOCO,DL,229,181,109,186
LMDB,SL,151,213,200,199
BEAU,GE,252,189,153,200
HEIS,GP,250,179,123,190
TEAS,GP,250,179,123,190
HPSG,QP,254,240,191,239
CLOC,S,180,222,202,212
BSL,JI,212,240,252,235
SVF,CV,172,189,137,181
SVF,CV,172,189,137,182
STGR,QPE,254,239,188,238
BAB,DM,242,203,134,206
BL2T3,Q,254,248,154,242
PBSA,P,231,102,73,127
PTAL,Q,254,248,154,242
PGDEP,QP,254,240,191,239
GMSTD,QP,254,240,191,239
MWSA,SL,151,213,200,199
ACTN,GP,250,179,123,190
BHPD,G,249,170,111,183
C2IB,G,249,170,111,183
MWM,SL,151,213,200,199
FAROE,G,249,170,111,183
KNSA,QH,254,243,239,245
CTCL,QH,254,243,239,245
PETR1,QP,254,240,191,239
BBOQG,G,249,170,111,183
AATQM,G,249,170,111,183
FIRD,C,103,174,178,159
BLVC,C,103,174,178,159
HRDV,C,103,174,178,159
BGRK,C,103,174,178,159
MIOCU,NM,254,242,0,227
REHE1,G,249,170,111,183
CFDR,AZ,253,187,100,195
MDLGS,AZ,253,187,100,195
LOBH,AZ,253,187,100,195
GSHEE,S,180,222,202,212
GFSCD,QP,254,240,191,239
CBNCF,SL,151,213,200,199
CBNS5,SL,151,213,200,199
PARH,S,180,222,202,212
APT,SL,151,213,200,199
POCA,SL,151,213,200,199
DUM,T,144,81,160,100
HMGR,Q,254,248,154,242
3TAW4,Q,254,248,154,242
TAM1,Q,254,248,154,242
TAM3,Q,254,248,154,242
TOR9,QP,254,240,191,239
FINQ,AZ,253,187,100,195
KDCP,TE,161,96,166,115
PSTN,JI,212,240,252,235
FR2,QH,254,243,239,245
BRBA,GE,252,189,153,200
RSBY,Q,254,248,154,242
EAMF,GE,252,189,153,200
HWLS,JO,186,228,250,221
SDSG,Q,254,248,154,242
BDTN,QP,254,240,191,239
WATB,QP,254,240,191,239
LSFD,QH,254,243,239,245
GHGFP,S,180,222,202,212
LDOMI,O,0,167,141,130
ENIN,O,0,167,141,130
WRE,SG,201,233,230,225
LDDMI,DL,229,181,109,186
GAL7,SA,176,224,210,212
BARW,Q,254,248,154,242
ANGO,G,249,170,111,183
SABNI,G,249,170,111,183
SADRI,G,249,170,111,183
SAGAS,G,249,170,111,183
SAKS,G,249,170,111,183
PDNMD,G,249,170,111,183
NBPSP,G,249,170,111,183
WLST,JD,199,234,253,228
OAKS,G,249,170,111,183
PKS,G,249,170,111,183
RTFD,QH,254,243,239,245
ITDU,QH,254,243,239,245
KLBT,JC,186,228,240,220
RSLB,JN,175,224,241,215
GSTN,CT,150,181,140,186
GSTN,CT,150,181,139,171
LIDN,DA,242,235,207,234
LZSL,DA,242,235,207,234
CALQ,AZ,253,187,100,195
STRP,AZ,253,187,100,195
AUNH,AZ,253,187,100,195
CZD,QH,254,243,239,245
BADQ,AZ,253,187,100,195
PITY,AZ,253,187,100,195
ULLB,SD,214,237,231,231
CDPL,DE,232,208,144,208
LGBY,SD,214,237,231,231
LUBR,T,144,81,160,100
RT16,Q,254,248,154,242
SPIG,DL,229,181,109,186
SKIN,AZ,253,187,100,195
NORH1,E,141,171,119,161
WBFZ,D,206,157,91,163
NEE,AP,240,89,120,123
WBFG,AP,240,89,120,123
GTMS,AZ,253,187,100,195
CFPI,AZ,253,187,100,195
GOD,AZ,253,187,100,195
OTPS,AZ,253,187,100,195
STGN,AZ,253,187,100,195
BDGR,QP,254,240,191,239
LUMG,O,0,167,141,130
DCNS,AZ,253,187,100,195
STLS,AZ,253,187,100,195
STRT,D,206,157,91,163
BKFD,Q,254,248,154,242
BLWA,O,0,167,141,130
BOLZ,O,0,167,141,130
ERGL,O,0,167,141,130
KEPO,AZ,253,187,100,195
NETY,S,180,222,202,212
STLO,AZ,253,187,100,195
BOMU,O,0,167,141,130
CGOM3,S,180,222,202,212
DORB,S,180,222,202,212
LCTO,S,180,222,202,212
SBHT,O,0,167,141,130
RSB1,Q,254,248,154,242
TFRB,Q,254,248,154,242
DGUU,SL,151,213,200,199
GLRL,ST,189,229,221,219
CBNL,SL,151,213,200,199
HENG,AZ,253,187,100,195
WEGP,AZ,253,187,100,195
SNAP,AZ,253,187,100,195
SCBZ,AZ,253,187,100,195
UNKND,Q,254,248,154,242
JONES,NM,254,242,0,227
JNRU,JN,175,224,241,215
EGTN,SW,177,223,210,212
BGGC,AZ,253,187,100,195
HAY,DM,242,203,134,206
AFB,DM,242,203,134,206
LDEV,DL,229,181,109,186
OSB,GI,253,208,177,215
PC,DO,229,188,122,191
PASO,Q,254,248,154,242
OLSG,Q,254,248,154,242
NWTS,AZ,253,187,100,195
HAO,JO,186,228,250,221
GYF,DL,229,181,109,186
GVT,Q,254,248,154,242
GSG,Q,254,248,154,242
GRF,JA,145,216,238,202
GRC,KV,159,209,140,193
GOM,CT,150,181,140,186
GOM,CT,150,181,139,171
GPS,CW,152,195,201,186
KGSG,Q,254,248,154,242
BUI,SS,192,226,212,217
CHSM,DL,229,181,109,186
CGS,KV,159,209,140,193
CGCA,Q,254,248,154,242
CCGA,Q,254,248,154,242
CBS,CV,172,189,137,181
CBS,CV,172,189,137,182
CCBU,SD,214,237,231,231
CRCG,P,231,102,73,127
UPCW,CW,152,195,201,186
BW1,Q,254,248,154,242
GW1,Q,254,248,154,242
GW3,Q,254,248,154,242
AR2T3,Q,254,248,154,242
AR4T5,Q,254,248,154,242
RO1,Q,254,248,154,242
RO4,Q,254,248,154,242
AD2T3,Q,254,248,154,242
OK1,Q,254,248,154,242
ME2T3,Q,254,248,154,242
LATH,Q,254,248,154,242
LAT5,Q,254,248,154,242
ARPS,AZ,253,187,100,195
TDC,KM,244,243,163,237
UIS,DL,229,181,109,186
UKSB,TC,198,170,210,179
UDSL,DA,242,235,207,234
RPE,SH,202,232,222,224
RMG,SO,230,242,232,239
HUSH,SL,151,213,200,199
HRB,DM,242,203,134,206
HMB,JN,175,224,241,215
TAM5,Q,254,248,154,242
ORSH,CT,150,181,140,186
ORSH,CT,150,181,139,171
BMF,SL,151,213,200,199
BLE,GP,250,179,123,190
BLFM,KE,187,217,119,204
BROBC,JC,186,228,240,220
ELLA,CV,172,189,137,181
ELLA,CV,172,189,137,182
MBCN,DM,242,203,134,206
CGOM5,S,180,222,202,212
KILH,G,249,170,111,183
KRCM,AZ,253,187,100,195
ROL,DV,243,224,158,223
PSR,SG,201,233,230,225
NHCB,AZ,253,187,100,195
PORT,G,249,170,111,183
LHBU,SD,214,237,231,231
GNST,CV,172,189,137,181
GNST,CV,172,189,137,182
ICD,QP,254,240,191,239
GAR,SL,151,213,200,199
DCDG,AZ,253,187,100,195
ABBR,P,231,102,73,127
BASI,G,249,170,111,183
BMBU,GO,253,198,144,206
TCRS,KP,194,224,164,213
MSSP,AZ,253,187,100,195
DFR,JB,158,219,238,207
DDFB,DA,242,235,207,234
DCLY,AZ,253,187,100,195
DCSG,AZ,253,187,100,195
DCBF,AZ,253,187,100,195
DCCA,AZ,253,187,100,195
DBTH,AZ,253,187,100,195
DBSO,AZ,253,187,100,195
DCAL,AZ,253,187,100,195
GLD,Q,254,248,154,242
ENDI,O,0,167,141,130
APAL,AZ,253,187,100,195
ORSG,Q,254,248,154,242
NWMG,AZ,253,187,100,195
BOS,JO,186,228,250,221
BNV,DL,229,181,109,186
RLGB,Q,254,248,154,242
QGG,SL,151,213,200,199
HCO,DA,242,235,207,234
FGSL,Q,254,248,154,242
DCTE,SO,230,242,232,239
CHEN,QH,254,243,239,245
LDMP,O,0,167,141,130
NBPY,CV,172,189,137,181
NBPY,CV,172,189,137,182
RMBR1,QH,254,243,239,245
DREN,TE,161,96,166,115
MLODR,S,180,222,202,212
GGQU,AZ,253,187,100,195
CUIA2,G,249,170,111,183
EIGL2,GP,250,179,123,190
TCSA,JE,115,198,238,183
TNS,SL,151,213,200,199
TDS,P,231,102,73,127
TCH,CV,172,189,137,181
TCH,CV,172,189,137,182
PRNC,AZ,253,187,100,195
PSL,DP,232,198,134,200
LVN,JH,23,184,238,154
LWC,DE,232,208,144,208
LSS,DV,243,224,158,223
LPR,P,231,102,73,127
MSG,CN,195,196,138,192
DUSI,G,249,170,111,183
DVD,G,249,170,111,183
DRUM,SL,151,213,200,199
DUF,DL,229,181,109,186
DOFC,CN,195,196,138,192
DY,SU,189,229,221,220
BOCHR,DM,242,203,134,206
MFDC,T,144,81,160,100
GMDU,QP,254,240,191,239
BEAL,CN,195,196,138,192
RYNL,AZ,253,187,100,195
CTL,CV,172,189,137,181
CTL,CV,172,189,137,182
DABP,AZ,253,187,100,195
POFR,JI,212,240,252,235
LCF,DI,242,211,146,212
Q1DFH,Q,254,248,154,242
GDE,SL,151,213,200,199
AZRU,AZ,253,187,100,195
NEFYN,O,0,167,141,130
WYLS,JO,186,228,250,221
FOC,DM,242,203,134,206
ARDP2,DL,229,181,109,186
HBDY,G,249,170,111,183
KEMN,O,0,167,141,130
ARDC,AZ,253,187,100,195
DAEQ,AZ,253,187,100,195
ACCO,JC,186,228,240,220
LYB,SU,189,229,221,220
LTC,KH,171,213,147,199
LOD,TE,161,96,166,115
CBC,Q,254,248,154,242
CARS,CV,172,189,137,181
CARS,CV,172,189,137,182
BYDC,CV,172,189,137,181
BYDC,CV,172,189,137,182
BVM,JS,74,192,238,170
CHTB,P,231,102,73,127
DSF,DE,232,208,144,208
TUAN,P,231,102,73,127
GMCB,SL,151,213,200,199
HEHI,GI,253,208,177,215
BDMA1,KC,233,238,154,231
NPBE,KT,198,222,126,210
SCMA3,KC,233,238,154,231
CSMA3,KC,233,238,154,231
PNS,JE,115,198,238,183
PMLS,P,231,102,73,127
PLN,SL,151,213,200,199
EKCC,CN,195,196,138,192
BMCN,AL,241,103,129,134
RORT,S,180,222,202,212
BNEV3,S,180,222,202,212
BELE,AZ,253,187,100,195
TAFH,AZ,253,187,100,195
STHL,S,180,222,202,212
PBCO,GP,250,179,123,190
CCHAN,GP,250,179,123,190
REHW2,G,249,170,111,183
CUILA,G,249,170,111,183
ODMIV,D,206,157,91,163
SDVO,AZ,253,187,100,195
SKGN,AZ,253,187,100,195
HEVP,AZ,253,187,100,195
SAHY,KP,194,224,164,213
FBMA2,KC,233,238,154,231
HGMA2,KO,211,228,136,218
MCBT,KT,198,222,126,210
DRUC,AZ,253,187,100,195
WES,JO,186,228,250,221
QH,AZ,253,187,100,195
TY,JN,175,224,241,215
TOC,DM,242,203,134,206
TCD,AZ,253,187,100,195
ULT,SD,214,237,231,231
BREN,CV,172,189,137,181
BREN,CV,172,189,137,182
KU,KU,175,212,109,197
WCG,QP,254,240,191,239
MSS,PLC,233,121,99,143
MSM,CV,172,189,137,181
MSM,CV,172,189,137,182
MS,JT,144,207,242,196
MM2,T,144,81,160,100
MMB,SL,151,213,200,199
MILT,TE,161,96,166,115
CDI,JE,115,198,238,183
CCGR,QPE,254,239,188,238
CBHR,AD,254,216,135,218
LSFL,CV,172,189,137,181
LSFL,CV,172,189,137,182
ELS,JD,199,234,253,228
EA,GL,250,191,151,200
GFSF,DA,242,235,207,234
GCK,KS,222,230,145,222
DAMF,AZ,253,187,100,195
CLFL,KO,211,228,136,218
LPMA,KO,211,228,136,218
SUMA2,KT,198,222,126,210
KIFL,KT,198,222,126,210
GGMA2,KT,198,222,126,210
NPMA1,KT,198,222,126,210
TELM,KE,187,217,119,204
NOC,JO,186,228,250,221
ZHS,D,206,157,91,163
BOMZ,O,0,167,141,130
SUTC,QH,254,243,239,245
MNKP,QH,254,243,239,245
STGEO,Q,254,248,154,242
DUNW,QP,254,240,191,239
RHWG1,G,249,170,111,183
UIGH,AL,241,103,129,134
WINDY,AZ,253,187,100,195
UMGB,O,0,167,141,130
KNTH,O,0,167,141,130
TLYF,O,0,167,141,130
RD,SO,230,242,232,239
PYG,SL,151,213,200,199
SCN,DL,229,181,109,186
RTL,Q,254,248,154,242
NV,QP,254,240,191,239
LSYS,JI,212,240,252,235
LRBR,P,231,102,73,127
MBLA,AZ,253,187,100,195
LEW,DL,229,181,109,186
LCT,AZ,253,187,100,195
IMC,DL,229,181,109,186
EK,QP,254,240,191,239
UTM,GP,250,179,123,190
UPTA,AZ,253,187,100,195
UOA,AZ,253,187,100,195
TPS,AZ,253,187,100,195
MCLB,DR,242,235,191,233
LLM,SL,151,213,200,199
LKT,Q,254,248,154,242
NFLM,CV,172,189,137,181
NFLM,CV,172,189,137,182
NE,SL,151,213,200,199
WHHU,CN,195,196,138,192
SPEK,JL,0,181,236,146
GIFG,AZ,253,187,100,195
NHGN,AZ,253,187,100,195
FETH,AZ,253,187,100,195
CARPF,QP,254,240,191,239
SUE,QH,254,243,239,245
BCDL,DI,242,211,146,212
DNSM,DM,242,203,134,206
HLPT,Q,254,248,154,242
FOS,DM,242,203,134,206
DCUG,AZ,253,187,100,195
DBJQ,AZ,253,187,100,195
DAMS,AZ,253,187,100,195
CCD,GP,250,179,123,190
CDC,DL,229,181,109,186
BKM,SW,177,223,210,212
SAHP,GY,251,179,139,191
BCLC,Q,254,248,154,242
WAD,AZ,253,187,100,195
OAKC,GC,255,229,186,231
BNGS,AZ,253,187,100,195
YSSB,AZ,253,187,100,195
ZEG,RZ,159,195,167,185
WU,AZ,253,187,100,195
WOB,SA,176,224,210,212
WPB,DR,242,235,191,233
KSR,T,144,81,160,100
KKMB,CV,172,189,137,181
KKMB,CV,172,189,137,182
KHS,PLC,233,121,99,143
CATI,QP,254,240,191,239
COTI,QP,254,240,191,239
KAMET,QP,254,240,191,239
FOLF,ST,189,229,221,219
CNYSG,QP,254,240,191,239
BORO,S,180,222,202,212
LEDD,S,180,222,202,212
PATT,QPM,255,241,208,241
CHBY,GE,252,189,153,200
LKV,AD,254,216,135,218
BASA,GPL,254,198,137,205
BRLI,DM,242,203,134,206
WRIN,KL,149,204,121,186
LEBB,JB,158,219,238,207
RICL,GO,253,198,144,206
FXCL,JT,144,207,242,196
TLHWL,JN,175,224,241,215
SHEP,GY,251,179,139,191
YERMG,O,0,167,141,130
BPIT,Q,254,248,154,242
ERIS,Q,254,248,154,242
LFRD,Q,254,248,154,242
SKAV,Q,254,248,154,242
TRIMC,QP,254,240,191,239
HPGL,QP,254,240,191,239
WTTI,QP,254,240,191,239
CLVY,QH,254,243,239,245
AXRU,AX,253,189,128,198
KAMKE,QP,254,240,191,239
UEXE,E,141,171,119,161
DRMO,AZ,253,187,100,195
BBPS,AT,254,196,112,202
GLVA,QP,254,240,191,239
QUU,Q,254,248,154,242
REHW9,G,249,170,111,183
REHW6,G,249,170,111,183
REHW4,G,249,170,111,183
MACG,G,249,170,111,183
SNCC1,G,249,170,111,183
CUIL,G,249,170,111,183
CUILC,G,249,170,111,183
CUIL2,G,249,170,111,183
RAAG,G,249,170,111,183
RATG,S,180,222,202,212
CLUA,S,180,222,202,212
QUIO,AZ,253,187,100,195
FOY,S,180,222,202,212
NMARK,S,180,222,202,212
BALCH,DM,242,203,134,206
MNDL2,S,180,222,202,212
KTBR,P,231,102,73,127
T7T9,Q,254,248,154,242
CRYH,SL,151,213,200,199
MIDA,CT,150,181,140,186
MIDA,CT,150,181,139,171
SE1,QH,254,243,239,245
SE3,QH,254,243,239,245
WANIT,QP,254,240,191,239
NEGD,D,206,157,91,163
NEGD3,D,206,157,91,163
ROCE3,DP,232,198,134,200
THOP,DL,229,181,109,186
RLE2,G,249,170,111,183
EBAR,AL,241,103,129,134
MKST,AR,237,0,140,60
COORD,O,0,167,141,130
BOGGI,AZ,253,187,100,195
