LEX_CODE_LKD,PREDOMINANT_AGE_CODE,RED,GREEN,BLUE,LUMINANCE
LEKI,KT,198,222,126,210
LEHO,KO,211,228,136,218
HAE,DL,229,181,109,186
BUSS,P,231,102,73,127
AYB,TE,161,96,166,115
ALNS,JO,186,228,250,221
GORS,JO,186,228,250,221
PASA,JD,199,234,253,228
WDWR,JO,186,228,250,221
CERD,JT,144,207,242,196
RGST,TE,161,96,166,115
GLDG,Q,254,248,154,242
ROBS,CW,152,195,201,186
DUSA,CW,152,195,201,186
LCBE,QP,254,240,191,239
FOUN,FH,145,216,238,202
ESGM,O,0,167,141,130
ESGR,O,0,167,141,130
THNX,QP,254,240,191,239
TECG,QP,254,240,191,239
GLO,QP,254,240,191,239
GLOF,QP,254,240,191,239
VFLG,QP,254,240,191,239
RESA,T,144,81,160,100
DBLL,AZ,253,187,100,195
LEMU,TA,190,140,193,154
N2LS,CN,195,196,138,192
BAQU,AZ,253,187,100,195
APP,AZ,253,187,100,195
ARGY,AZ,253,187,100,195
HNGR,Q,254,248,154,242
RMT,Q,254,248,154,242
SND,AD,254,216,135,218
CHK,JI,212,240,252,235
MOGS,AZ,253,187,100,195
GLPE,AZ,253,187,100,195
KYQU,AZ,253,187,100,195
COPH,AZ,253,187,100,195
SBUS,AZ,253,187,100,195
DOUG,AZ,253,187,100,195
ELT,SU,189,229,221,220
TOFU,AZ,253,187,100,195
KHUV,AZ,253,187,100,195
CLAS,AZ,253,187,100,195
GBPE,AZ,253,187,100,195
LQL,SH,202,232,222,224
NOL,SH,202,232,222,224
BEPE,AZ,253,187,100,195
GLSU,AZ,253,187,100,195
SABD,QH,254,243,239,245
CWSG,QP,254,240,191,239
SILU,S,180,222,202,212
LOC,PLC,233,121,99,143
WHT,TC,198,170,210,179
WYM,TD,200,151,198,165
CHA,AD,254,216,135,218
ESH,CN,195,196,138,192
ETM,CW,152,195,201,186
LYM,SR,164,217,201,204
NWO,DO,229,188,122,191
OAK,SG,201,233,230,225
CYH,SU,189,229,221,220
YSY,AZ,253,187,100,195
LCH,PLC,233,121,99,143
HAT,DV,243,224,158,223
TEMA3,KC,233,238,154,231
TEMA4,KC,233,238,154,231
CSMA2,KC,233,238,154,231
PBMA1,KC,233,238,154,231
WHMA,KC,233,238,154,231
COFL,KC,233,238,154,231
MCMA3,KC,233,238,154,231
SCMA2,KC,233,238,154,231
KEMA,KS,222,230,145,222
OVMA,KC,233,238,154,231
RPMA2,KC,233,238,154,231
RTMA1,KC,233,238,154,231
PEMA,KC,233,238,154,231
MCFL,KC,233,238,154,231
MCMA2,KC,233,238,154,231
BUMA6,KS,222,230,145,222
BTMA1,KO,211,228,136,218
CUFL,KO,211,228,136,218
TNFL,KO,211,228,136,218
BPFL,KS,222,230,145,222
SBFL,KS,222,230,145,222
BUMA2,KS,222,230,145,222
BUMA3,KS,222,230,145,222
CFFL,KT,198,222,126,210
NAMA2,KO,211,228,136,218
CLMA2,KO,211,228,136,218
CLHG,KO,211,228,136,218
BEMA,KO,211,228,136,218
BHMA,KO,211,228,136,218
NPMA3,KT,198,222,126,210
GLMA1,KT,198,222,126,210
SUMA1,KT,198,222,126,210
CAFL,KT,198,222,126,210
BRMA1,KT,198,222,126,210
BLMA,KC,233,238,154,231
LEFL,KT,198,222,126,210
SOMA,KT,198,222,126,210
LENO,KT,198,222,126,210
MEMA3,KE,187,217,119,204
WOT,KR,147,205,131,187
DURN,KR,147,205,131,187
CTH,GP,250,179,123,190
TCAL,AZ,253,187,100,195
EGSG,QP,254,240,191,239
WHGR,QPE,254,239,188,238
HOMA1,KT,198,222,126,210
HOMA4,KT,198,222,126,210
HOMA6,KT,198,222,126,210
GGMA3,KT,198,222,126,210
LIMA1,KT,198,222,126,210
LIMA2,KT,198,222,126,210
DASI,Q,254,248,154,242
HEBO,Q,254,248,154,242
SBDG,QH,254,243,239,245
T2T3,Q,254,248,154,242
FOMA,KE,187,217,119,204
PIMA,KE,187,217,119,204
KDS,CV,172,189,137,181
KDS,CV,172,189,137,182
RDCF,TA,190,140,193,154
DLN,CV,172,189,137,181
DLN,CV,172,189,137,182
PGW,JD,199,234,253,228
ROMG,S,180,222,202,212
ASTR,AZ,253,187,100,195
USHP,AZ,253,187,100,195
IONA,AZ,253,187,100,195
CHGR,NP,255,248,150,242
ALCU,JD,199,234,253,228
JUSL,AZ,253,187,100,195
SCCO,AZ,253,187,100,195
PNN,DL,229,181,109,186
MKHA,TA,190,140,193,154
KPHA,TC,198,170,210,179
BRTU,AD,254,216,135,218
PN,AD,254,216,135,218
HFPM,AZ,253,187,100,195
GVBR,AZ,253,187,100,195
OUB,AZ,253,187,100,195
HFA,KP,194,224,164,213
THAM,GE,252,189,153,200
M,AZ,253,187,100,195
CEHI,AZ,253,187,100,195
GLEN,AZ,253,187,100,195
BOSA,GE,252,189,153,200
HERN,KT,198,222,126,210
HIDR,KE,187,217,119,204
CNYB,CW,152,195,201,186
SKSA,KP,194,224,164,213
RODY,KA,207,230,176,221
BETR,JC,186,228,240,220
CARR,JC,186,228,240,220
PIBR,JO,186,228,250,221
UPRH,AZ,253,187,100,195
DBG,SU,189,229,221,220
UO,AD,254,216,135,218
DU,PLC,233,121,99,143
CNFL,DI,242,211,146,212
YEL,P,231,102,73,127
ALBR,P,231,102,73,127
CRSP,AZ,253,187,100,195
ALGS,AZ,253,187,100,195
CUST,AZ,253,187,100,195
DHLM,DL,229,181,109,186
CRLA,DL,229,181,109,186
GALM,DL,229,181,109,186
WKSA,TC,198,170,210,179
CUQU,AZ,253,187,100,195
MOML,DL,229,181,109,186
GO,JE,115,198,238,183
KWLM,DL,229,181,109,186
GOLM,DL,229,181,109,186
DRML,DL,229,181,109,186
STAR,GE,252,189,153,200
BARO,GE,252,189,153,200
LFI,GE,252,189,153,200
DALN,AZ,253,187,100,195
GOWK,CV,172,189,137,181
GOWK,CV,172,189,137,182
BCT,AD,254,216,135,218
SYB,AD,254,216,135,218
GYA,AD,254,216,135,218
CVB,AD,254,216,135,218
IVH,AD,254,216,135,218
WARP,QH,254,243,239,245
LADD,QH,254,243,239,245
TCHD,QH,254,243,239,245
BIN,DP,232,198,134,200
GFTD,QP,254,240,191,239
ETIL,Q,254,248,154,242
BTN,DA,242,235,207,234
PEE,JT,144,207,242,196
SAMD,QH,254,243,239,245
NOHE,TE,161,96,166,115
MOSI,TE,161,96,166,115
CASI,JO,186,228,250,221
STBA,JC,186,228,240,220
SKU,JN,175,224,241,215
WEM,DU,241,225,176,225
WEN,SW,177,223,210,212
WEST,TR,224,196,221,204
WD,G,249,170,111,183
WDB,SL,151,213,200,199
WEC,CV,172,189,137,181
WEC,CV,172,189,137,182
VEB,DA,242,235,207,234
VTS,JN,175,224,241,215
UWC,KB,185,220,156,208
UWH,SD,214,237,231,231
UWT,AZ,253,187,100,195
WAM,G,249,170,111,183
VLGR,Q,254,248,154,242
VPG,AP,240,89,120,123
UVC,CV,172,189,137,181
UVC,CV,172,189,137,182
URO,CV,172,189,137,181
URO,CV,172,189,137,182
VBR,T,144,81,160,100
VCG,AP,240,89,120,123
URRH,TR,224,196,221,204
URS,SW,177,223,210,212
UPH,DI,242,211,146,212
UPHG,AZ,253,187,100,195
UPL,JO,186,228,250,221
USL,DA,242,235,207,234
WGDF,QP,254,240,191,239
WGDG,QH,254,243,239,245
WEL,SH,202,232,222,224
UELB,SG,201,233,230,225
UDL,CV,172,189,137,181
UDL,CV,172,189,137,182
URFC,CN,195,196,138,192
UORS,DU,241,225,176,225
UOXC,JO,186,228,250,221
UPDS,CV,172,189,137,181
UPDS,CV,172,189,137,182
UHS,ST,189,229,221,219
UMM,SW,177,223,210,212
UNDS,CV,172,189,137,181
UNDS,CV,172,189,137,182
UNHD,AZ,253,187,100,195
KNS,P,231,102,73,127
DAS,P,231,102,73,127
CRPS,P,231,102,73,127
BOB,P,231,102,73,127
SHU,P,231,102,73,127
UPTN,P,231,102,73,127
EMSA,TE,161,96,166,115
EXE,PLC,233,121,99,143
GLGT,AZ,253,187,100,195
DLI,AZ,253,187,100,195
ABDN,AZ,253,187,100,195
ZMS,D,206,157,91,163
ZTHS,RZ,159,195,167,185
ABN,DL,229,181,109,186
ZLHS,RZ,159,195,167,185
YT,SL,151,213,200,199
BAT,DP,232,198,134,200
YST,AD,254,216,135,218
APY,P,231,102,73,127
YCOD,Q,254,248,154,242
YWOC,AD,254,216,135,218
YWOD,AD,254,216,135,218
YFS,DA,242,235,207,234
YSBB,AZ,253,187,100,195
YSH,AZ,253,187,100,195
YSL,AZ,253,187,100,195
YSPH,AZ,253,187,100,195
WYB,ST,189,229,221,219
WYWB,JN,175,224,241,215
YES,DL,229,181,109,186
WUMB,CV,172,189,137,181
WUMB,CV,172,189,137,182
WVS,P,231,102,73,127
WTBU,SG,201,233,230,225
WWO,JB,158,219,238,207
WSS,DV,243,224,158,223
WTB,QP,254,240,191,239
WTBL,SG,201,233,230,225
SBY,JC,186,228,240,220
TAF,AZ,253,187,100,195
WEY,JO,186,228,250,221
WOL,SS,192,226,212,217
WPSL,DV,243,224,158,223
WMSF,TC,198,170,210,179
WNL,SL,151,213,200,199
WLB,SL,151,213,200,199
WLK,SW,177,223,210,212
WHS,KV,159,209,140,193
WHB,SD,214,237,231,231
WHF,CN,195,196,138,192
WHLS,DV,243,224,158,223
WFC,OH,167,217,192,204
BANK,QH,254,243,239,245
RMD,QH,254,243,239,245
IGMD,QP,254,240,191,239
DIAM,QP,254,240,191,239
SCRE,Q,254,248,154,242
BHED,Q,254,248,154,242
RTD9,Q,254,248,154,242
RTDX,Q,254,248,154,242
PLSK,TM,180,129,185,144
RTD5,Q,254,248,154,242
LOES,Q,254,248,154,242
DIAT,Q,254,248,154,242
GCGS,AZ,253,187,100,195
GGC,AZ,253,187,100,195
CAES,AZ,253,187,100,195
ORGW,AZ,253,187,100,195
TUTG,T,144,81,160,100
TNPL,AZ,253,187,100,195
GCLS,AZ,253,187,100,195
WATL,AZ,253,187,100,195
BIWS,AZ,253,187,100,195
LAN,AZ,253,187,100,195
MVS,DL,229,181,109,186
STRL,KT,198,222,126,210
CNAL,GP,250,179,123,190
KLFL,AZ,253,187,100,195
MCHA,AZ,253,187,100,195
DGGR,AZ,253,187,100,195
REP,AZ,253,187,100,195
WHSG,AZ,253,187,100,195
KNK,AZ,253,187,100,195
ACNS,AZ,253,187,100,195
EIGL,GP,250,179,123,190
SEIG,GE,252,189,153,200
GTSC,AZ,253,187,100,195
CAAS,CV,172,189,137,181
CAAS,CV,172,189,137,182
CLQU,AZ,253,187,100,195
CDQU,AZ,253,187,100,195
BLAS,AZ,253,187,100,195
COPS,AZ,253,187,100,195
GWPP,AZ,253,187,100,195
FAVO,AZ,253,187,100,195
SHES,P,231,102,73,127
LOSD,T,144,81,160,100
BLSC,SL,151,213,200,199
HERO,TU,187,158,202,167
TEIS,T,144,81,160,100
SBSC,KP,194,224,164,213
KCAM,JD,199,234,253,228
SHFE,JN,175,224,241,215
BECH,GB,252,200,163,208
BOUL,GR,255,219,171,223
OGFD,Q,254,248,154,242
TAYP,D,206,157,91,163
MIOR,DM,242,203,134,206
LEBH,KO,211,228,136,218
SCU,KO,211,228,136,218
NSP,KS,222,230,145,222
NME,KC,233,238,154,231
TABS,KC,233,238,154,231
SPWH,KC,233,238,154,231
BDMA2,KC,233,238,154,231
STCK,KC,233,238,154,231
NPUH,KT,198,222,126,210
LEGL,KT,198,222,126,210
MHCU,KP,194,224,164,213
MHMB,CV,172,189,137,181
MHMB,CV,172,189,137,182
MHO,SG,201,233,230,225
MHS,ST,189,229,221,219
MFLF,CV,172,189,137,181
MFLF,CV,172,189,137,182
MGCO,DL,229,181,109,186
MELB,SG,201,233,230,225
MESH,CV,172,189,137,181
MESH,CV,172,189,137,182
MEY,DM,242,203,134,206
MFD,SW,177,223,210,212
MFF,DE,232,208,144,208
MECO,DL,229,181,109,186
MDK,SL,151,213,200,199
MEA,QH,254,243,239,245
MD,AZ,253,187,100,195
ME,AZ,253,187,100,195
MAX,SL,151,213,200,199
MAY,T,144,81,160,100
MBB,DA,242,235,207,234
MBT,GP,250,179,123,190
MABF,KU,175,212,109,197
MABP,AZ,253,187,100,195
LLYB,SD,214,237,231,231
LLBL,SG,201,233,230,225
LLBU,SD,214,237,231,231
LITG,SL,151,213,200,199
LKB,TE,161,96,166,115
LLCB,SG,201,233,230,225
LHS,DI,242,211,146,212
LHY,CV,172,189,137,181
LHY,CV,172,189,137,182
LLD,SW,177,223,210,212
LGT,CT,150,181,140,186
LGT,CT,150,181,139,171
LHBL,SD,214,237,231,231
LGLS,Q,254,248,154,242
LGBD,Q,254,248,154,242
LGBU,SD,214,237,231,231
LED,DM,242,203,134,206
LGFG,Q,254,248,154,242
LGFL,JS,74,192,238,170
LGA,Q,254,248,154,242
LAL,DP,232,198,134,200
KVT,G,249,170,111,183
KWB,DR,242,235,191,233
KSSI,G,249,170,111,183
KR,QP,254,240,191,239
KNB,DM,242,203,134,206
KRBC,CV,172,189,137,181
KRBC,CV,172,189,137,182
KPB,SW,177,223,210,212
KPF,DU,241,225,176,225
KLR,JC,186,228,240,220
KML,JN,175,224,241,215
KING,SA,176,224,210,212
KKH,SW,177,223,210,212
KKS,CT,150,181,140,186
KKS,CT,150,181,139,171
KLC,JC,186,228,240,220
KILU,CT,150,181,140,186
KILU,CT,150,181,139,171
KIS,T,144,81,160,100
KFL,SL,151,213,200,199
KICO,DL,229,181,109,186
KBS,DU,241,225,176,225
KC,JD,199,234,253,228
KGR,SL,151,213,200,199
LDE,Q,254,248,154,242
LDGR,JE,115,198,238,183
LFE,JN,175,224,241,215
LEBL,DR,242,235,191,233
LCRG,SL,151,213,200,199
LCHL,JS,74,192,238,170
LCTB,DR,242,235,191,233
LBN,SG,201,233,230,225
LASL,DV,243,224,158,223
LBE,SG,201,233,230,225
LAGL,KT,198,222,126,210
LC,GY,251,179,139,191
LARG,SW,177,223,210,212
LBC,KC,233,238,154,231
LBCM,SA,176,224,210,212
LAC,Q,254,248,154,242
LOR,DL,229,181,109,186
LORE,DL,229,181,109,186
LORS,DL,229,181,109,186
LNT,CV,172,189,137,181
LNT,CV,172,189,137,182
LOAM,Q,254,248,154,242
LMM,SW,177,223,210,212
LN,AP,240,89,120,123
LLST,JB,158,219,238,207
HAM,TA,190,140,193,154
GYS,OH,167,217,192,204
HARE,O,0,167,141,130
GTE,SG,201,233,230,225
GSM,KC,233,238,154,231
GST,Q,254,248,154,242
GRML,TR,224,196,221,204
GRSH,SL,151,213,200,199
GRAI,DL,229,181,109,186
GRD,SW,177,223,210,212
GRL,KR,147,205,131,187
GOC,JN,175,224,241,215
GOF,JN,175,224,241,215
GP,G,249,170,111,183
GNWL,CV,172,189,137,181
GNWL,CV,172,189,137,182
GMS,SU,189,229,221,220
GLFC,CN,195,196,138,192
GNLF,DL,229,181,109,186
GLLD,QP,254,240,191,239
GLRB,JI,212,240,252,235
GLT,KA,207,230,176,221
GKA,CT,150,181,140,186
GKA,CT,150,181,139,171
GLBF,JS,74,192,238,170
GLGR,Q,254,248,154,242
JSL,DV,243,224,158,223
JURA,J,1,186,233,150
JCS,DI,242,211,146,212
KCM,JB,158,219,238,207
KDB,CV,172,189,137,181
KDB,CV,172,189,137,182
IC,SW,177,223,210,212
IB,GP,250,179,123,190
HWB,DV,243,224,158,223
IGD,QP,254,240,191,239
HTC,JD,199,234,253,228
HY,KP,194,224,164,213
HSS,CV,172,189,137,181
HSS,CV,172,189,137,182
HPN,DI,242,211,146,212
HOV,DR,242,235,191,233
HNS,ST,189,229,221,219
HMFL,JH,23,184,238,154
HLL,DV,243,224,158,223
HLM,DV,243,224,158,223
HMA,CV,172,189,137,181
HMA,CV,172,189,137,182
HIL,JB,158,219,238,207
HFS,SL,151,213,200,199
HEB,Q,254,248,154,242
HGC,ST,189,229,221,219
HGF,CT,150,181,140,186
HGF,CT,150,181,139,171
HDS,JA,145,216,238,202
HE,GB,252,200,163,208
HEOS,GB,252,200,163,208
HES,TE,161,96,166,115
HCG,AD,254,216,135,218
HBD,AZ,253,187,100,195
HBF,DM,242,203,134,206
UCBR,JC,186,228,240,220
UCSM,CV,172,189,137,181
UCSM,CV,172,189,137,182
UEI,JN,175,224,241,215
UCW,SG,201,233,230,225
TWS,KV,159,209,140,193
UCG,JO,186,228,250,221
TT,JN,175,224,241,215
TTB,QH,254,243,239,245
TULL,SL,151,213,200,199
UARG,SW,177,223,210,212
UBB,SG,201,233,230,225
UBF,GP,250,179,123,190
TS,GP,250,179,123,190
TSH,SO,230,242,232,239
TVF,CV,172,189,137,181
TVF,CV,172,189,137,182
TRIA,T,144,81,160,100
TRN,SL,151,213,200,199
TW,JN,175,224,241,215
TRB,SU,189,229,221,220
TAB,GT,254,198,137,205
SWK,JA,145,216,238,202
TC,AZ,253,187,100,195
TCA,AZ,253,187,100,195
TAL,KB,185,220,156,208
SUPD,Q,254,248,154,242
STSC,D,206,157,91,163
STG,DE,232,208,144,208
STNG,SW,177,223,210,212
STPS,DR,242,235,191,233
STHF,TC,198,170,210,179
STHS,D,206,157,91,163
SS3,TE,161,96,166,115
STB,DA,242,235,207,234
STC,DP,232,198,134,200
STCL,O,0,167,141,130
SS2,TE,161,96,166,115
SS3C,TE,161,96,166,115
SSL,JN,175,224,241,215
SSLS,CV,172,189,137,181
SSLS,CV,172,189,137,182
TOMB,GP,250,179,123,190
TIST,SO,230,242,232,239
TGR,DI,242,211,146,212
TKB,SH,202,232,222,224
TLMM,TR,224,196,221,204
THB,SO,230,242,232,239
TCLB,JO,186,228,250,221
THF,DE,232,208,144,208
THHS,PLC,233,121,99,143
TBP,G,249,170,111,183
TCST,CV,172,189,137,181
TCST,CV,172,189,137,182
TFD,QH,254,243,239,245
TCDD,AZ,253,187,100,195
TDER,GP,250,179,123,190
TDVY,Q,254,248,154,242
TBK,AZ,253,187,100,195
ULLS,CN,195,196,138,192
ULUS,SD,214,237,231,231
ULYB,SD,214,237,231,231
UIB,GP,250,179,123,190
UKC,JD,199,234,253,228
ULC,JT,144,207,242,196
ULE,JI,212,240,252,235
ULF,SW,177,223,210,212
UGRC,KV,159,209,140,193
UDVS,DU,241,225,176,225
UFB,SG,201,233,230,225
UFR,JB,158,219,238,207
UCRC,CV,172,189,137,181
UCRC,CV,172,189,137,182
UCRH,AZ,253,187,100,195
RS,AC,253,206,124,210
RSBD,Q,254,248,154,242
RVF,ST,189,229,221,219
ROHL,TA,190,140,193,154
RTD,Q,254,248,154,242
RSD,SU,189,229,221,220
RHN,DL,229,181,109,186
RIL,DV,243,224,158,223
ROS,CN,195,196,138,192
RGB,Q,254,248,154,242
RGML,P,231,102,73,127
RGR,Q,254,248,154,242
RFBB,GP,250,179,123,190
REM,AP,240,89,120,123
RCGP,DL,229,181,109,186
RCLS,CN,195,196,138,192
RBDO,Q,254,248,154,242
RBDY,Q,254,248,154,242
RC,JN,175,224,241,215
RCB,SD,214,237,231,231
RCBL,SD,214,237,231,231
RCBU,SD,214,237,231,231
QZT,SW,177,223,210,212
RASI,JT,144,207,242,196
RB,GP,250,179,123,190
QU,TR,224,196,221,204
QLL,SW,177,223,210,212
PVT,AZ,253,187,100,195
QAS,DL,229,181,109,186
PYN,SW,177,223,210,212
PTSI,G,249,170,111,183
QBR,TE,161,96,166,115
PYB,ST,189,229,221,219
PVH,AD,254,216,135,218
SQB,SR,164,217,201,204
SS,DU,241,225,176,225
SPS,KV,159,209,140,193
SO,GO,253,198,144,206
SOBU,SG,201,233,230,225
SOIL,Q,254,248,154,242
SPAB,DE,232,208,144,208
SMSF,DL,229,181,109,186
SNL,JN,175,224,241,215
SNLS,CV,172,189,137,181
SNLS,CV,172,189,137,182
SLIP,QH,254,243,239,245
SLM,QH,254,243,239,245
SLSY,GL,250,191,151,200
SLT,Q,254,248,154,242
SKID,DL,229,181,109,186
SHP,G,249,170,111,183
SHWB,JS,74,192,238,170
SIN,SL,151,213,200,199
SHCS,SL,151,213,200,199
SHGL,DV,243,224,158,223
SHHB,JN,175,224,241,215
SHAN,DA,242,235,207,234
SGF,SW,177,223,210,212
SFB,DI,242,211,146,212
SED,SL,151,213,200,199
SCY,JN,175,224,241,215
SCH,SO,230,242,232,239
SCK,DU,241,225,176,225
SCM,GP,250,179,123,190
SCSH,SL,151,213,200,199
SBC,Q,254,248,154,242
SBL,JB,158,219,238,207
SBLS,CN,195,196,138,192
SBN,SW,177,223,210,212
SAB,KP,194,224,164,213
RTSG,Q,254,248,154,242
RUL,DL,229,181,109,186
RVB,JB,158,219,238,207
RWC,JO,186,228,250,221
RXB,JI,212,240,252,235
RST,KB,185,220,156,208
RTF,TO,182,114,175,133
RPSL,SL,151,213,200,199
PMST,P,231,102,73,127
PRBL,SD,214,237,231,231
PRC,KC,233,238,154,231
PRFR,AZ,253,187,100,195
PLST,JI,212,240,252,235
PLWS,SW,177,223,210,212
PNGC,GP,250,179,123,190
PMMB,CV,172,189,137,181
PMMB,CV,172,189,137,182
PMO,TN,211,182,213,190
PL,JI,212,240,252,235
PLEU,CV,172,189,137,181
PLEU,CV,172,189,137,182
PLS,JI,212,240,252,235
PHLS,DL,229,181,109,186
PKB,SW,177,223,210,212
PKF,SL,151,213,200,199
PKLG,ST,189,229,221,219
PHLB,CV,172,189,137,181
PHLB,CV,172,189,137,182
PGG,SW,177,223,210,212
PDT,AD,254,216,135,218
PEAT,Q,254,248,154,242
PCH,SL,151,213,200,199
PGBD,QH,254,243,239,245
PBB,P,231,102,73,127
PBGR,QPE,254,239,188,238
PENR,AZ,253,187,100,195
OXFD,JO,186,228,250,221
NWA,SW,177,223,210,212
NWB,SA,176,224,210,212
NWBQ,AZ,253,187,100,195
NWHF,TA,190,140,193,154
NSD,G,249,170,111,183
NSI,JA,145,216,238,202
NSM,AZ,253,187,100,195
NSX,DU,241,225,176,225
NKTB,AZ,253,187,100,195
NOB,SW,177,223,210,212
NHD,AZ,253,187,100,195
NHLB,AZ,253,187,100,195
NHQ,AD,254,216,135,218
NHSP,AZ,253,187,100,195
NCHB,P,231,102,73,127
PCST,CV,172,189,137,181
PCST,CV,172,189,137,182
OSL,GE,252,189,153,200
OSU,O,0,167,141,130
PBS,KP,194,224,164,213
PBV,AZ,253,187,100,195
ORB,CT,150,181,140,186
ORB,CT,150,181,139,171
OKS,DV,243,224,158,223
OVF,DL,229,181,109,186
OXCB,JC,186,228,240,220
ODS,T,144,81,160,100
OLHD,Q,254,248,154,242
ORG,Q,254,248,154,242
OHC,DM,242,203,134,206
NWMN,CW,152,195,201,186
OMEA,Q,254,248,154,242
OGT,CV,172,189,137,181
OGT,CV,172,189,137,182
NWF,SA,176,224,210,212
NWPL,AZ,253,187,100,195
OA,DL,229,181,109,186
NWDS,AZ,253,187,100,195
PSV,DI,242,211,146,212
PWSC,CN,195,196,138,192
PUS,ST,189,229,221,219
PUL,DV,243,224,158,223
PUND,P,231,102,73,127
PPL,DR,242,235,191,233
PS,PLC,233,121,99,143
PSKB,SW,177,223,210,212
MBCM,CT,150,181,140,186
MBCM,CT,150,181,139,171
MASB,CN,195,196,138,192
LYF,CV,172,189,137,181
LYF,CV,172,189,137,182
MANB,DV,243,224,158,223
LWH,SD,214,237,231,231
LWB,JI,212,240,252,235
LYNF,TR,224,196,221,204
LZ,SW,177,223,210,212
LZB,KV,159,209,140,193
LTWB,P,231,102,73,127
LWY,KH,171,213,147,199
LY,G,249,170,111,183
LYBB,SW,177,223,210,212
LSTM,PLC,233,121,99,143
LTK,TR,224,196,221,204
LUR,DI,242,211,146,212
LRS,T,144,81,160,100
LRSA,SW,177,223,210,212
LTFC,CN,195,196,138,192
LTG,JB,158,219,238,207
LSB,AR,237,0,140,60
LSBN,SD,214,237,231,231
LRG,SG,201,233,230,225
LS,AR,237,0,140,60
LRN,P,231,102,73,127
LQB,SO,230,242,232,239
LPMB,TR,224,196,221,204
LPB,JI,212,240,252,235
LNM,NM,254,242,0,227
LOGF,SW,177,223,210,212
MWSB,DV,243,224,158,223
MSW,SL,151,213,200,199
MSC,AP,240,89,120,123
MRGF,JS,74,192,238,170
MOR,DM,242,203,134,206
MOUN,SL,151,213,200,199
MRS,SW,177,223,210,212
MOCO,DL,229,181,109,186
MRSM,CV,172,189,137,181
MRSM,CV,172,189,137,182
MMU,SW,177,223,210,212
MLM,JE,115,198,238,183
MLP,JB,158,219,238,207
MLS,JE,115,198,238,183
MM3,T,144,81,160,100
MM4,T,144,81,160,100
MKS,CN,195,196,138,192
MLB,DL,229,181,109,186
MLD,AZ,253,187,100,195
MLH,SR,164,217,201,204
MGS,SL,151,213,200,199
MHA,AZ,253,187,100,195
CKCT,DV,243,224,158,223
CIF,SL,151,213,200,199
STHC,DE,232,208,144,208
YTIL,QP,254,240,191,239
CHCG,DL,229,181,109,186
GLAM,AZ,253,187,100,195
GAA,AZ,253,187,100,195
GLLY,AZ,253,187,100,195
DART,AZ,253,187,100,195
TEDD,DA,242,235,207,234
GOR,CV,172,189,137,181
GOR,CV,172,189,137,182
RTD3,Q,254,248,154,242
CORV,AZ,253,187,100,195
DDGR,QH,254,243,239,245
GMDD,QP,254,240,191,239
GFSD,QP,254,240,191,239
UPR,GP,250,179,123,190
GEM,DM,242,203,134,206
CMV,AD,254,216,135,218
DGL,SW,177,223,210,212
KVG,DI,242,211,146,212
UCF,DV,243,224,158,223
GG,SL,151,213,200,199
TCSM,AZ,253,187,100,195
LTGP,AD,254,216,135,218
WBG,DL,229,181,109,186
TYN,CT,150,181,140,186
TYN,CT,150,181,139,171
PVR,AD,254,216,135,218
STIL,QP,254,240,191,239
BRGP,AD,254,216,135,218
BUGP,AD,254,216,135,218
SVG,SA,176,224,210,212
CNG,SL,151,213,200,199
PVC,AD,254,216,135,218
BNG,DM,242,203,134,206
WBK,DE,232,208,144,208
DCBD,AZ,253,187,100,195
MSGR,DM,242,203,134,206
QCG,DA,242,235,207,234
OGP,CT,150,181,140,186
OGP,CT,150,181,139,171
AGP,SU,189,229,221,220
SEG,DE,232,208,144,208
UMG,DP,232,198,134,200
ABH,CT,150,181,140,186
ABH,CT,150,181,139,171
ACO,DL,229,181,109,186
AC,KP,194,224,164,213
ACBP,AZ,253,187,100,195
ACHT,AZ,253,187,100,195
AHB,T,144,81,160,100
AHS,DL,229,181,109,186
ACVT,AZ,253,187,100,195
AHSH,CV,172,189,137,181
AHSH,CV,172,189,137,182
ADMC,CV,172,189,137,181
ADMC,CV,172,189,137,182
ALB,DU,241,225,176,225
ALD,Q,254,248,154,242
AHTM,GP,250,179,123,190
ALR,GP,250,179,123,190
ARS,KV,159,209,140,193
SMC,OH,167,217,192,204
SMHF,TC,198,170,210,179
CGF,OH,167,217,192,204
CKM,KE,187,217,119,204
CHMS,GB,252,200,163,208
CBLC,GY,251,179,139,191
CAST,SW,177,223,210,212
CAW,KA,207,230,176,221
CBBI,CV,172,189,137,181
CBBI,CV,172,189,137,182
CAQ,OH,167,217,192,204
CARC,CN,195,196,138,192
CASL,SW,177,223,210,212
CALG,CV,172,189,137,181
CALG,CV,172,189,137,182
CAN,ST,189,229,221,219
CAG,GP,250,179,123,190
CBF,DM,242,203,134,206
CA,KA,207,230,176,221
BWL,JN,175,224,241,215
BYC,CT,150,181,140,186
BYC,CT,150,181,139,171
BYD,QH,254,243,239,245
BULS,CV,172,189,137,181
BULS,CV,172,189,137,182
BUS,TC,198,170,210,179
BUT,DU,241,225,176,225
BV,AD,254,216,135,218
BW,JT,144,207,242,196
BWB,DU,241,225,176,225
BUCB,NP,255,248,150,242
BSY,SW,177,223,210,212
CHTS,JI,212,240,252,235
CFD,Q,254,248,154,242
CGT,SA,176,224,210,212
CGV,Q,254,248,154,242
CFN,SL,151,213,200,199
CGAS,CN,195,196,138,192
CGD,SL,151,213,200,199
